Beer name,Beer style,Beer ABV,Brewery name,Island,Booth,Additional taprooms,Region,Actual location,Website
Slam Dunk - Dessert Stout,Gluten Free Beers,7.0,Buck Wild Brewing,14,15,"Heavy Medal Taproom,Gluten-Free Taproom","Pacific (CA, HI)","Oakland, California, United States",www.buckwildbrew.com
Luminescent Eye Brett Beer,Gluten Free Beers,6.8,Ghostfish Brewing Company,11,14,Gluten-Free Taproom,Meet the Brewer,"Seattle, Washington, United States",www.ghostfishbrewing.com
Ghostfish 8th Anniversary Milletwine,Gluten Free Beers,12.8,Ghostfish Brewing Company,11,14,Gluten-Free Taproom,Meet the Brewer,"Seattle, Washington, United States",www.ghostfishbrewing.com
It Came From The Haze Hazy IPA,Gluten Free Beers,6.0,Ghostfish Brewing Company,11,14,Gluten-Free Taproom,Meet the Brewer,"Seattle, Washington, United States",www.ghostfishbrewing.com
Lander Lager,Gluten Free Beers,4.4,Ghostfish Brewing Company,11,14,Gluten-Free Taproom,Meet the Brewer,"Seattle, Washington, United States",www.ghostfishbrewing.com
Peak Buster Double IPA,Gluten Free Beers,8.0,Ghostfish Brewing Company,11,14,Gluten-Free Taproom,Meet the Brewer,"Seattle, Washington, United States",www.ghostfishbrewing.com
Watchstander Stout,Gluten Free Beers,6.5,Ghostfish Brewing Company,11,14,Gluten-Free Taproom,Meet the Brewer,"Seattle, Washington, United States",www.ghostfishbrewing.com
Oktoberfest,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.6,Winchester Brew Works,11,4,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Winchester, Virginia, United States",
Cascade Falls West Coast IPA,American and English India Pale Ales,7.0,Winchester Brew Works,11,4,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Winchester, Virginia, United States",
Cookies Not Included Milk Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",5.7,Winchester Brew Works,11,4,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Winchester, Virginia, United States",
Big Schloss Chocolate Imperial Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",10.5,Winchester Brew Works,11,4,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Winchester, Virginia, United States",
Pentuple,Belgian-Style Ales,15.1,Hoppin' Frog Brewing Company,5,27,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Akron, Ohio, United States",
Frogichlaus,"Bock, Maibock, Doppelbock & Eisbock Lagers",14.1,Hoppin' Frog Brewing Company,5,27,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Akron, Ohio, United States",
Peanut Butter Hazelnut Caramel Chocolate Cake Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",8.0,Hoppin' Frog Brewing Company,5,27,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Akron, Ohio, United States",
Smashing Honey Blonde,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.2,Hoppin' Frog Brewing Company,5,27,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Akron, Ohio, United States",
Mango Turbo Shandy,Fruit & Fruit Wheat Beers,7.0,Hoppin' Frog Brewing Company,5,27,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Akron, Ohio, United States",
Pentuple,Belgian-Style Ales,15.1,Hoppin' Frog Brewing Company,5,27,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Akron, Ohio, United States",
Frogichlaus,"Bock, Maibock, Doppelbock & Eisbock Lagers",14.1,Hoppin' Frog Brewing Company,5,27,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Akron, Ohio, United States",
BORIS The Crusher Oatmeal-Imperial Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",9.4,Hoppin' Frog Brewing Company,5,27,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Akron, Ohio, United States",
Rocky Mountain Oyster Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",8.7,Wynkoop Brewing Co,4,17,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",http://www.wynkoop.com
Kurt's Mile High Malt,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.0,Wynkoop Brewing Co,4,17,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",http://www.wynkoop.com
Patty's Chile Beer,"Rye, Herb & Spice Beers",5.0,Wynkoop Brewing Co,4,17,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",http://www.wynkoop.com
Fuzzy Little Headbutts,American and English India Pale Ales,8.5,Wynkoop Brewing Co,4,17,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",http://www.wynkoop.com
Summatime,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.3,603 Brewery,,,Heavy Medal Taproom,,", New Hampshire",
Ichthyosaur India Pale Ale,Pales Ales and Strong Pale Ales,6.3,Great Basin Brewing Company,2,3,"","Mountain (CO,UT,NV,ID,WY,MT)","Reno, Nevada, United States",
Sun Smack'd Blood Orange Blonde,Fruit & Fruit Wheat Beers,5.0,Great Basin Brewing Company,2,3,"","Mountain (CO,UT,NV,ID,WY,MT)","Reno, Nevada, United States",
Mystic Voyage,Fruit & Fruit Wheat Beers,5.5,Great Basin Brewing Company,2,3,"","Mountain (CO,UT,NV,ID,WY,MT)","Reno, Nevada, United States",
Whoop Ass Wit,Wheat Beers: American & German-Style,6.0,Great Basin Brewing Company,2,3,"","Mountain (CO,UT,NV,ID,WY,MT)","Reno, Nevada, United States",
Leave No Trace,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Great Basin Brewing Company,2,3,"","Mountain (CO,UT,NV,ID,WY,MT)","Reno, Nevada, United States",
Powder Run,"Rye, Herb & Spice Beers",5.0,Living the Dream Brewing,8,17,"",Meet the Brewer,"Littleton, Colorado, United States",livingthedreambrewing.com
Tangerine Powder Run,Fruit & Fruit Wheat Beers,5.2,Living the Dream Brewing,8,17,"",Meet the Brewer,"Littleton, Colorado, United States",livingthedreambrewing.com
Oktoberfest,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.9,Living the Dream Brewing,8,17,"",Meet the Brewer,"Littleton, Colorado, United States",livingthedreambrewing.com
Trailhead Fog,Pales Ales and Strong Pale Ales,6.7,Living the Dream Brewing,8,17,"",Meet the Brewer,"Littleton, Colorado, United States",livingthedreambrewing.com
Fly Reel,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",4.1,Living the Dream Brewing,8,17,"",Meet the Brewer,"Littleton, Colorado, United States",livingthedreambrewing.com
Pink Guava Bomber,Fruit & Fruit Wheat Beers,7.1,Golden City Brewery,2,2,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",
Legendary Red,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.1,Golden City Brewery,2,2,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",
Evolution IPA,American and English India Pale Ales,7.3,Golden City Brewery,2,2,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",
Coconut Ballistic,American and English India Pale Ales,4.7,Golden City Brewery,2,2,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",
Your Move Paulie,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.1,Independent Brewing Company,11,10,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Bel Air, Maryland, United States",
Hundo P.,American and English India Pale Ales,7.1,Independent Brewing Company,11,10,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Bel Air, Maryland, United States",
East Cheese and Sin,Belgian-Style Ales,5.5,Independent Brewing Company,11,10,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Bel Air, Maryland, United States",
Speak Heezy,"Sour Ales, Brett Beers & Lambics",5.5,Independent Brewing Company,11,10,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Bel Air, Maryland, United States",
Favorite Blonde,Gluten Free Beers,5.0,Holidaily Brewing Co.,13,7,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",Holidailybrewing.com
Fat Randy's IPA,Gluten Free Beers,7.0,Holidaily Brewing Co.,13,7,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",Holidailybrewing.com
Big Henry Hazy IPA,Gluten Free Beers,6.3,Holidaily Brewing Co.,13,7,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",Holidailybrewing.com
Patchy Waters Pumpkin Ale,Gluten Free Beers,4.5,Holidaily Brewing Co.,13,7,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",Holidailybrewing.com
Buckwit Belgian Ale,Gluten Free Beers,8.0,Holidaily Brewing Co.,13,7,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",Holidailybrewing.com
Twin Peaks Light,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Twin Peaks Brewing Company,16,23,"","Southwest (AZ, NM,TX)","Irving, Texas, United States",Twinpeaks.com
Drop Dead Red,Pales Ales and Strong Pale Ales,5.9,Twin Peaks Brewing Company,16,23,"","Southwest (AZ, NM,TX)","Irving, Texas, United States",Twinpeaks.com
Knotty Brunette,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",5.3,Twin Peaks Brewing Company,16,23,"","Southwest (AZ, NM,TX)","Irving, Texas, United States",Twinpeaks.com
Dirty Blonde,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.2,Twin Peaks Brewing Company,16,23,"","Southwest (AZ, NM,TX)","Irving, Texas, United States",Twinpeaks.com
Matryoshka Barrel-Aged Russian Imperial Stout,Wood and Barrel-aged beers,12.2,Fort George Brewery,5,4,"","Pacific Northwest (OR, WA, AK)","Astoria, Oregon, United States",
Vortex IPA,American and English India Pale Ales,7.2,Fort George Brewery,5,4,"","Pacific Northwest (OR, WA, AK)","Astoria, Oregon, United States",
Magnetic Fields Hazy IPA,American and English India Pale Ales,7.2,Fort George Brewery,5,4,"","Pacific Northwest (OR, WA, AK)","Astoria, Oregon, United States",
Half Liter Festbier,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.6,Fort George Brewery,5,4,"","Pacific Northwest (OR, WA, AK)","Astoria, Oregon, United States",
The Long Dark Tea-Time of the Soul,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.2,Halfpenny Brewing Company,2,8,"","Mountain (CO,UT,NV,ID,WY,MT)","Centennial, Colorado, United States",https://www.halfpennybrewing.com
Halbpfennig Hefeweizen,Wheat Beers: American & German-Style,4.8,Halfpenny Brewing Company,2,8,"","Mountain (CO,UT,NV,ID,WY,MT)","Centennial, Colorado, United States",https://www.halfpennybrewing.com
Lionshead Pilsner,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,The Lion Brewery,11,6,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Wilkes Barre, Pennsylvania, United States",
Lionshead Light,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",3.9,The Lion Brewery,11,6,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Wilkes Barre, Pennsylvania, United States",
Lionshead IPA,American and English India Pale Ales,6.8,The Lion Brewery,11,6,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Wilkes Barre, Pennsylvania, United States",
Lionshead ICE,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.0,The Lion Brewery,11,6,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Wilkes Barre, Pennsylvania, United States",
Lionshead Pumpkin,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,The Lion Brewery,11,6,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Wilkes Barre, Pennsylvania, United States",
Finley Dunne,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",4.5,Short Fuse Brewing Company,7,24,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Schiller Park, Illinois, United States",
Last Stand,"Rye, Herb & Spice Beers",4.5,Short Fuse Brewing Company,7,24,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Schiller Park, Illinois, United States",
Guava Gose,"Sour Ales, Brett Beers & Lambics",5.5,Short Fuse Brewing Company,7,24,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Schiller Park, Illinois, United States",
Thin Skin,"Sour Ales, Brett Beers & Lambics",6.0,Short Fuse Brewing Company,7,24,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Schiller Park, Illinois, United States",
Noka,"Rye, Herb & Spice Beers",4.0,Short Fuse Brewing Company,7,24,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Schiller Park, Illinois, United States",
Tropical Hurt Locker,"Sour Ales, Brett Beers & Lambics",5.5,Short Fuse Brewing Company,7,24,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Schiller Park, Illinois, United States",
Vocal Jam,"Sour Ales, Brett Beers & Lambics",5.5,Short Fuse Brewing Company,7,24,Heavy Medal Taproom,"Midwest (ND, SD, NE, IA, KS, MO, OK)","Schiller Park, Illinois, United States",
Tartarus Warhammer,Belgian-Style Ales,9.8,GreyWolf Brewing Co,15,6,"","Pacific (CA, HI)","Norco, California, United States",www.greywolfbrewing.com
Schwarz Wulf,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.7,GreyWolf Brewing Co,15,6,"","Pacific (CA, HI)","Norco, California, United States",www.greywolfbrewing.com
Red Ale,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.4,GreyWolf Brewing Co,15,6,"","Pacific (CA, HI)","Norco, California, United States",www.greywolfbrewing.com
Norco Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,GreyWolf Brewing Co,15,6,"","Pacific (CA, HI)","Norco, California, United States",www.greywolfbrewing.com
Bloodberry Berliner,"Sour Ales, Brett Beers & Lambics",4.0,GreyWolf Brewing Co,15,6,"","Pacific (CA, HI)","Norco, California, United States",www.greywolfbrewing.com
All Season Pils,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.2,All Season Brewing,14,5,"","Pacific (CA, HI)","Los Angeles, California, United States",allseasonbrewing.com
Bullitt,American and English India Pale Ales,7.1,All Season Brewing,14,5,"","Pacific (CA, HI)","Los Angeles, California, United States",allseasonbrewing.com
Cloud Racer,American and English India Pale Ales,6.5,All Season Brewing,14,5,"","Pacific (CA, HI)","Los Angeles, California, United States",allseasonbrewing.com
Das Acid,Fruit & Fruit Wheat Beers,3.5,All Season Brewing,14,5,"","Pacific (CA, HI)","Los Angeles, California, United States",allseasonbrewing.com
Pneumatik,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",4.8,All Season Brewing,14,5,"","Pacific (CA, HI)","Los Angeles, California, United States",allseasonbrewing.com
Five Alarm Mango,Fruit & Fruit Wheat Beers,5.5,Barebottle Brewing Co.,14,8,"","Pacific (CA, HI)","San Francisco, California, United States",www.barebottle.com
Tango Tropico,"Sour Ales, Brett Beers & Lambics",6.7,Barebottle Brewing Co.,14,8,"","Pacific (CA, HI)","San Francisco, California, United States",www.barebottle.com
Unsinkable Tartanic,"Sour Ales, Brett Beers & Lambics",6.0,Barebottle Brewing Co.,14,8,"","Pacific (CA, HI)","San Francisco, California, United States",www.barebottle.com
Grow Haus,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,Barebottle Brewing Co.,14,8,"","Pacific (CA, HI)","San Francisco, California, United States",www.barebottle.com
Supernova Nelson,"Fresh Hop, Imperial India Pale and Imperial Red Ales",8.0,Barebottle Brewing Co.,14,8,"","Pacific (CA, HI)","San Francisco, California, United States",www.barebottle.com
Sun Soak,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.3,Ghost Hawk Brewing Company,6,7,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Clifton, New Jersey, United States",
Neogenesis,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.2,Ghost Hawk Brewing Company,6,7,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Clifton, New Jersey, United States",
Ghost Hawk Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Ghost Hawk Brewing Company,6,7,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Clifton, New Jersey, United States",
Saison d'Automne,"Rye, Herb & Spice Beers",7.2,Ghost Hawk Brewing Company,6,7,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Clifton, New Jersey, United States",
Ravendark,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",7.3,Ghost Hawk Brewing Company,6,7,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Clifton, New Jersey, United States",
Pecan Porter,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.2,(512) Brewing Company,13,19,"","Southwest (AZ, NM,TX)","Austin, Texas, United States",www.512brewing.com
Local Crush,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,(512) Brewing Company,13,19,"","Southwest (AZ, NM,TX)","Austin, Texas, United States",www.512brewing.com
(512) Pils,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.25,(512) Brewing Company,13,19,"","Southwest (AZ, NM,TX)","Austin, Texas, United States",www.512brewing.com
Bramble Blonde - Raspberry,Fruit & Fruit Wheat Beers,4.5,(512) Brewing Company,13,19,"","Southwest (AZ, NM,TX)","Austin, Texas, United States",www.512brewing.com
Day Ghost,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,Marble Brewery,16,3,"","Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",
Double White,Belgian-Style Ales,7.0,Marble Brewery,16,3,"","Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",
Desert Fog,American and English India Pale Ales,6.8,Marble Brewery,16,3,"","Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",
Maytag Man,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.1,Marble Brewery,16,3,"","Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",
Thunder from Dortmunder,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.6,Marble Brewery,16,3,"","Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",
Cloud Ripper,American and English India Pale Ales,6.4,StormBreaker Brewing,5,11,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Triple Double,"Fresh Hop, Imperial India Pale and Imperial Red Ales",8.5,StormBreaker Brewing,5,11,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Nobody Puts Hazy In A Corner,American and English India Pale Ales,6.0,StormBreaker Brewing,5,11,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Sandal Season,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.9,StormBreaker Brewing,5,11,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Party Tricks IPA,American and English India Pale Ales,6.8,AleSmith Brewing Company,14,4,Non-alcohol Taproom,"Pacific (CA, HI)","San Diego, California, United States",
Speedway Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",12.0,AleSmith Brewing Company,14,4,Non-alcohol Taproom,"Pacific (CA, HI)","San Diego, California, United States",
Non-Alcoholic IPA,NA Beers,0.4,AleSmith Brewing Company,14,4,Non-alcohol Taproom,"Pacific (CA, HI)","San Diego, California, United States",
Speedway Stout: Affogato Edition,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",12.0,AleSmith Brewing Company,14,4,Non-alcohol Taproom,"Pacific (CA, HI)","San Diego, California, United States",
Barrel-Aged Speedway Stout Coconut Vanilla Edition ,Wood and Barrel-aged beers,13.3,AleSmith Brewing Company,14,4,Non-alcohol Taproom,"Pacific (CA, HI)","San Diego, California, United States",
Non-Alcoholic IPA,NA Beer,0.4,AleSmith Brewing Company,14,4,Non-alcohol Taproom,"Pacific (CA, HI)","San Diego, California, United States",
Dortschlager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.1,Künstler Brewing,16,5,"","Southwest (AZ, NM,TX)","San Antonio, Texas, United States",
Puro South Town,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Künstler Brewing,16,5,"","Southwest (AZ, NM,TX)","San Antonio, Texas, United States",
Guava Goddess,"Sour Ales, Brett Beers & Lambics",5.4,Künstler Brewing,16,5,"","Southwest (AZ, NM,TX)","San Antonio, Texas, United States",
Arnold Schwartzbier,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",4.8,Künstler Brewing,16,5,"","Southwest (AZ, NM,TX)","San Antonio, Texas, United States",
Hill Country Bock,"Bock, Maibock, Doppelbock & Eisbock Lagers",4.9,Real Ale Brewing Company,16,18,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Blanco, Texas, United States",
Firemans #4,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.1,Real Ale Brewing Company,16,18,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Blanco, Texas, United States",
Real Heavy,"Scotch Ales, Old Ales, Strong Ales and Barley wine ales",9.3,Real Ale Brewing Company,16,18,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Blanco, Texas, United States",
Cruzer,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Real Ale Brewing Company,16,18,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Blanco, Texas, United States",
Bright Shadows,Belgian-Style Ales,6.6,Real Ale Brewing Company,16,18,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Blanco, Texas, United States",
Real Heavy,"Scotch Ales, Old Ales, Strong Ales and Barley wine ales",9.3,Real Ale Brewing Company,16,18,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Blanco, Texas, United States",
Firemans #4,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.1,Real Ale Brewing Company,16,18,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Blanco, Texas, United States",
Oktoberfest,"Bock, Maibock, Doppelbock & Eisbock Lagers",6.0,Real Ale Brewing Company,16,18,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Blanco, Texas, United States",
Hans Pils,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.3,Real Ale Brewing Company,16,18,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Blanco, Texas, United States",
RED HOT GO!,Pales Ales and Strong Pale Ales,5.2,Basin+Range,13,22,"","Southwest (AZ, NM,TX)","Tucson, Arizona, United States",
In Bloom,"Sour Ales, Brett Beers & Lambics",4.5,Basin+Range,13,22,"","Southwest (AZ, NM,TX)","Tucson, Arizona, United States",
Koji Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,Lock 27 Brewing - Dayton Taproom,10,11,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Centerville, Ohio, United States",
WOLK,Belgian-Style Ales,5.2,Lock 27 Brewing - Dayton Taproom,10,11,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Centerville, Ohio, United States",
IT'S ALWAYS SUNNY IN DAYTON,Pales Ales and Strong Pale Ales,5.0,Lock 27 Brewing - Dayton Taproom,10,11,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Centerville, Ohio, United States",
GO BANANZAS!,Experimental Beers,7.4,Lock 27 Brewing - Dayton Taproom,10,11,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Centerville, Ohio, United States",
Bourbon Barrel Aged Alpheus Affogato,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",10.2,Lock 27 Brewing - Dayton Taproom,10,11,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Centerville, Ohio, United States",
WOLK,Belgian-Style Ales,5.2,Lock 27 Brewing - Dayton Taproom,10,11,Heavy Medal Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)","Centerville, Ohio, United States",
Oyster Jalapeno Porter,"Rye, Herb & Spice Beers",4.8,Bull Island Brewing Company,6,3,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Hampton, Virginia, United States",
Bubba Boots Pilsener,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,Bull Island Brewing Company,6,3,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Hampton, Virginia, United States",
Big Daddy DIPA,American and English India Pale Ales,7.9,Bull Island Brewing Company,6,3,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Hampton, Virginia, United States",
Bennett's Creek Blonde,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.2,Bull Island Brewing Company,6,3,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Hampton, Virginia, United States",
Favorite Blonde,Gluten Free Beers,5.0,Holidaily Brewing Co.,8,22,Gluten-Free Taproom,Meet the Brewer,"Golden, Colorado, United States",
Fat Randy's IPA,Gluten Free Beers,7.0,Holidaily Brewing Co.,8,22,Gluten-Free Taproom,Meet the Brewer,"Golden, Colorado, United States",
Big Henry Hazy IPA,Gluten Free Beers,6.3,Holidaily Brewing Co.,8,22,Gluten-Free Taproom,Meet the Brewer,"Golden, Colorado, United States",
Prime Time Double IPA,"Fresh Hop, Imperial India Pale and Imperial Red Ales",8.0,Holidaily Brewing Co.,8,22,Gluten-Free Taproom,Meet the Brewer,"Golden, Colorado, United States",
Oktoberfest,"Bock, Maibock, Doppelbock & Eisbock Lagers",5.0,Holidaily Brewing Co.,8,22,Gluten-Free Taproom,Meet the Brewer,"Golden, Colorado, United States",
Jay IPA,American and English India Pale Ales,6.0,So Many Roads,,,Wish We Were Here,,", Colorado",
Chantilly Vanilla Cream Ale,"Rye, Herb & Spice Beers",5.3,Las Vegas Brewing Company,2,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Las Vegas, Nevada, United States",
We're All Going To 1134,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.0,Las Vegas Brewing Company,2,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Las Vegas, Nevada, United States",
River Trent Pale Ale,Pales Ales and Strong Pale Ales,4.9,Las Vegas Brewing Company,2,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Las Vegas, Nevada, United States",
Nightlife,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.0,Las Vegas Brewing Company,2,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Las Vegas, Nevada, United States",
Cerveza el Cuervo,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.1,Other Brother Beer Co,15,19,"","Pacific (CA, HI)","Seaside, California, United States",www.otherbrotherbeer.com
League Night,American and English India Pale Ales,6.7,Other Brother Beer Co,15,19,"","Pacific (CA, HI)","Seaside, California, United States",www.otherbrotherbeer.com
